,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
882,Church and Wellesley,43.6658599,-79.38315990000001,Bloor-Yorkville,43.670214354942,-79.39104696860365,Shopping Mall
883,Church and Wellesley,43.6658599,-79.38315990000001,Yamato Japanese Restaurant,43.67068330431913,-79.39105580388929,Japanese Restaurant
884,Church and Wellesley,43.6658599,-79.38315990000001,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
885,Church and Wellesley,43.6658599,-79.38315990000001,Rolltation,43.669388,-79.386566,Sushi Restaurant
886,Church and Wellesley,43.6658599,-79.38315990000001,Trattoria Nervosa,43.67101871082308,-79.39108133032904,Italian Restaurant
887,Church and Wellesley,43.6658599,-79.38315990000001,Fiorio Hair Design,43.670169709332704,-79.39140019059467,Cosmetics Shop
888,Church and Wellesley,43.6658599,-79.38315990000001,Allan Gardens,43.661891653452926,-79.37412858009338,Botanical Garden
889,Church and Wellesley,43.6658599,-79.38315990000001,Nando's,43.66172826,-79.38639146,Portuguese Restaurant
890,Church and Wellesley,43.6658599,-79.38315990000001,Planta Yorkville,43.670213457162674,-79.38951245082394,Vegetarian / Vegan Restaurant
891,Church and Wellesley,43.6658599,-79.38315990000001,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
892,Church and Wellesley,43.6658599,-79.38315990000001,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
893,Church and Wellesley,43.6658599,-79.38315990000001,Tiffany & Co.,43.6691352,-79.3934841,Jewelry Store
894,Church and Wellesley,43.6658599,-79.38315990000001,Sorry Coffee Co.,43.66995375187845,-79.39182812626106,Coffee Shop
895,Church and Wellesley,43.6658599,-79.38315990000001,Summer's Homemade Ice Cream,43.67090278308464,-79.39229888961067,Ice Cream Shop
896,Church and Wellesley,43.6658599,-79.38315990000001,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
897,Church and Wellesley,43.6658599,-79.38315990000001,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
898,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
899,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
900,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
901,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
902,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
903,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
904,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
905,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
906,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
907,"Regent Park, Harbourfront",43.6542599,-79.3606359,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
908,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
909,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
910,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
911,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
912,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
913,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
914,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
915,"Regent Park, Harbourfront",43.6542599,-79.3606359,Balzac's Coffee,43.649797141476185,-79.35914199644303,Coffee Shop
916,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
917,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
918,"Regent Park, Harbourfront",43.6542599,-79.3606359,LCBO,43.65098233828489,-79.36536081685296,Liquor Store
919,"Regent Park, Harbourfront",43.6542599,-79.3606359,Spotify,43.64991916262922,-79.35886149447444,Tech Startup
920,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
921,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
922,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant
923,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
924,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
925,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
926,"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
927,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
928,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
929,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
930,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
931,"Regent Park, Harbourfront",43.6542599,-79.3606359,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
932,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
933,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
934,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
935,"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
936,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
937,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Street Theatre,43.65051724574011,-79.36417258802608,Theater
938,"Regent Park, Harbourfront",43.6542599,-79.3606359,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
939,"Regent Park, Harbourfront",43.6542599,-79.3606359,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
940,"Regent Park, Harbourfront",43.6542599,-79.3606359,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
941,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
942,"Regent Park, Harbourfront",43.6542599,-79.3606359,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
943,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651178,-79.367955,Coffee Shop
944,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Bistro,43.64995993956305,-79.36388845370516,Gastropub
945,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
946,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
947,"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
948,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
949,"Regent Park, Harbourfront",43.6542599,-79.3606359,Urban Dog,43.649492642357984,-79.36161660622251,Pet Store
950,"Regent Park, Harbourfront",43.6542599,-79.3606359,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
951,"Regent Park, Harbourfront",43.6542599,-79.3606359,EQ3,43.65129553904327,-79.36825667378011,Furniture / Home Store
952,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ontario Spring Water Sake Company,43.649921646081026,-79.36007302731126,Brewery
953,"Regent Park, Harbourfront",43.6542599,-79.3606359,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
954,"Regent Park, Harbourfront",43.6542599,-79.3606359,Quad East,43.65868140211272,-79.35127335463245,Gym / Fitness Center
955,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluck Clucks,43.64964842651325,-79.3664078057654,Restaurant
956,"Regent Park, Harbourfront",43.6542599,-79.3606359,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
957,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
958,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bellisimo Pizzeria & Ristorante,43.648748,-79.368684,Pizza Place
959,"Regent Park, Harbourfront",43.6542599,-79.3606359,FAMO Sandwiches,43.654064,-79.369515,Sandwich Place
960,"Regent Park, Harbourfront",43.6542599,-79.3606359,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
961,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
962,"Regent Park, Harbourfront",43.6542599,-79.3606359,The George Street Diner,43.65297,-79.371467,Diner
963,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
964,"Regent Park, Harbourfront",43.6542599,-79.3606359,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
965,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
966,"Regent Park, Harbourfront",43.6542599,-79.3606359,St Lawrence Community Centre Pool,43.64955698056156,-79.36506251486433,Gym Pool
967,"Regent Park, Harbourfront",43.6542599,-79.3606359,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
968,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bolet's Burrito,43.64994971668551,-79.36757817556989,Burrito Place
969,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young People's Theatre,43.64979311983223,-79.36888127403039,Theater
970,"Regent Park, Harbourfront",43.6542599,-79.3606359,Lower Don Recreational Trail,43.64841358107559,-79.35471644168172,Athletics & Sports
971,"Regent Park, Harbourfront",43.6542599,-79.3606359,OIP Dance Centre,43.6529118239704,-79.37175766194797,Dance Studio
972,"Regent Park, Harbourfront",43.6542599,-79.3606359,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
973,"Regent Park, Harbourfront",43.6542599,-79.3606359,Madrina Bar y Tapas,43.64967461878778,-79.35958990739668,Spanish Restaurant
974,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
975,"Regent Park, Harbourfront",43.6542599,-79.3606359,On The Rocks,43.65040844699981,-79.3683544809487,Karaoke Bar
976,"Regent Park, Harbourfront",43.6542599,-79.3606359,Le Petit Déjeuner,43.650822486200305,-79.37043860004992,Breakfast Spot
977,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Cannonball,43.65829890360228,-79.35239704706817,Coffee Shop
978,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ontario Restaurant,43.65888321199789,-79.36836906142996,Diner
979,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bombay Palace,43.65117354457489,-79.37213984452025,Indian Restaurant
980,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
981,"Regent Park, Harbourfront",43.6542599,-79.3606359,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
982,"Regent Park, Harbourfront",43.6542599,-79.3606359,Pet Cuisine,43.64997022077983,-79.36992359146845,Pet Store
983,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Keating Channel Pub & Grill,43.64770891874664,-79.35336913940688,Pub
984,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
985,"Regent Park, Harbourfront",43.6542599,-79.3606359,cafe 260,43.653183236880515,-79.37011452592975,Coffee Shop
986,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
987,"Regent Park, Harbourfront",43.6542599,-79.3606359,Regent Park,43.660382523982804,-79.36181011844143,Park
988,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sukhothai,43.653700903664294,-79.3544465359079,Thai Restaurant
989,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant
990,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
991,"Regent Park, Harbourfront",43.6542599,-79.3606359,Moss Park Arena,43.65488712314853,-79.36977129447679,Skating Rink
992,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
993,"Regent Park, Harbourfront",43.6542599,-79.3606359,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy
994,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Jason George,43.64982374283024,-79.37109506587147,Pub
995,"Regent Park, Harbourfront",43.6542599,-79.3606359,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant
996,"Regent Park, Harbourfront",43.6542599,-79.3606359,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
997,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tim Hortons,43.659935,-79.3613063,Coffee Shop
998,"Garden District, Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
999,"Garden District, Ryerson",43.6571618,-79.37893709999999,Page One Cafe,43.65777161112601,-79.3760725691681,Café
1000,"Garden District, Ryerson",43.6571618,-79.37893709999999,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
1001,"Garden District, Ryerson",43.6571618,-79.37893709999999,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
1002,"Garden District, Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
1003,"Garden District, Ryerson",43.6571618,-79.37893709999999,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
1004,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
1005,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
1006,"Garden District, Ryerson",43.6571618,-79.37893709999999,Blaze Pizza,43.656518,-79.380015,Pizza Place
1007,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
1008,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
1009,"Garden District, Ryerson",43.6571618,-79.37893709999999,CF Toronto Eaton Centre,43.654446920401455,-79.38095230798749,Shopping Mall
1010,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
1011,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
1012,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
1013,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
1014,"Garden District, Ryerson",43.6571618,-79.37893709999999,Indigo,43.65351471121164,-79.38069591056922,Bookstore
1015,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
1016,"Garden District, Ryerson",43.6571618,-79.37893709999999,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
1017,"Garden District, Ryerson",43.6571618,-79.37893709999999,Danish Pastry House,43.654574,-79.38074,Bakery
1018,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
1019,"Garden District, Ryerson",43.6571618,-79.37893709999999,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
1020,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
1021,"Garden District, Ryerson",43.6571618,-79.37893709999999,LUSH,43.653557,-79.3804,Cosmetics Shop
1022,"Garden District, Ryerson",43.6571618,-79.37893709999999,JOEY Eaton Centre,43.6560936540828,-79.38187792357716,New American Restaurant
1023,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
1024,"Garden District, Ryerson",43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
1025,"Garden District, Ryerson",43.6571618,-79.37893709999999,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
1026,"Garden District, Ryerson",43.6571618,-79.37893709999999,MUJI,43.656024,-79.383284,Miscellaneous Shop
1027,"Garden District, Ryerson",43.6571618,-79.37893709999999,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
1028,"Garden District, Ryerson",43.6571618,-79.37893709999999,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
1029,"Garden District, Ryerson",43.6571618,-79.37893709999999,College Park Area,43.659453,-79.383785,Park
1030,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
1031,"Garden District, Ryerson",43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
1032,"Garden District, Ryerson",43.6571618,-79.37893709999999,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
1033,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
1034,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marshalls,43.659308,-79.3824621,Department Store
1035,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
1036,"Garden District, Ryerson",43.6571618,-79.37893709999999,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
1037,"Garden District, Ryerson",43.6571618,-79.37893709999999,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
1038,"Garden District, Ryerson",43.6571618,-79.37893709999999,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1039,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
1040,"Garden District, Ryerson",43.6571618,-79.37893709999999,Golden Diner,43.66234167901005,-79.37743376144903,Diner
1041,"Garden District, Ryerson",43.6571618,-79.37893709999999,Second Cup,43.65602745564191,-79.38057491935326,Coffee Shop
1042,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
1043,"Garden District, Ryerson",43.6571618,-79.37893709999999,Red Lobster,43.656328,-79.383621,Seafood Restaurant
1044,"Garden District, Ryerson",43.6571618,-79.37893709999999,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
1045,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
1046,"Garden District, Ryerson",43.6571618,-79.37893709999999,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
1047,"Garden District, Ryerson",43.6571618,-79.37893709999999,Allan Gardens,43.661891653452926,-79.37412858009338,Botanical Garden
1048,"Garden District, Ryerson",43.6571618,-79.37893709999999,Apple Eaton Centre,43.6528177,-79.3806173,Electronics Store
1049,"Garden District, Ryerson",43.6571618,-79.37893709999999,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
1050,"Garden District, Ryerson",43.6571618,-79.37893709999999,NEO COFFEE BAR,43.66013,-79.38583,Coffee Shop
1051,"Garden District, Ryerson",43.6571618,-79.37893709999999,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
1052,"Garden District, Ryerson",43.6571618,-79.37893709999999,Somethin' 2 Talk About,43.65839479027968,-79.38533765920816,Middle Eastern Restaurant
1053,"Garden District, Ryerson",43.6571618,-79.37893709999999,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
1054,"Garden District, Ryerson",43.6571618,-79.37893709999999,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
1055,"Garden District, Ryerson",43.6571618,-79.37893709999999,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
1056,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
1057,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
1058,"Garden District, Ryerson",43.6571618,-79.37893709999999,Dineen Coffee,43.650497,-79.378765,Café
1059,"Garden District, Ryerson",43.6571618,-79.37893709999999,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
1060,"Garden District, Ryerson",43.6571618,-79.37893709999999,Terroni,43.650927,-79.375602,Italian Restaurant
1061,"Garden District, Ryerson",43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
1062,"Garden District, Ryerson",43.6571618,-79.37893709999999,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
1063,"Garden District, Ryerson",43.6571618,-79.37893709999999,Black Bear Espresso,43.66143582514135,-79.3814931962942,Coffee Shop
1064,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marriott Downtown at CF Toronto Eaton Centre,43.654728444284025,-79.3824216350913,Hotel
1065,"Garden District, Ryerson",43.6571618,-79.37893709999999,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
1066,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1067,"Garden District, Ryerson",43.6571618,-79.37893709999999,Leña,43.651722,-79.379205,Latin American Restaurant
1068,"Garden District, Ryerson",43.6571618,-79.37893709999999,Canadian National Ballet School,43.663681,-79.377237,Dance Studio
1069,"Garden District, Ryerson",43.6571618,-79.37893709999999,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
1070,"Garden District, Ryerson",43.6571618,-79.37893709999999,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
1071,"Garden District, Ryerson",43.6571618,-79.37893709999999,The George Street Diner,43.65297,-79.371467,Diner
1072,"Garden District, Ryerson",43.6571618,-79.37893709999999,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
1073,"Garden District, Ryerson",43.6571618,-79.37893709999999,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
1074,"Garden District, Ryerson",43.6571618,-79.37893709999999,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1075,"Garden District, Ryerson",43.6571618,-79.37893709999999,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
1076,"Garden District, Ryerson",43.6571618,-79.37893709999999,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
1077,"Garden District, Ryerson",43.6571618,-79.37893709999999,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
1078,"Garden District, Ryerson",43.6571618,-79.37893709999999,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
1079,"Garden District, Ryerson",43.6571618,-79.37893709999999,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
1080,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.65596912045543,-79.38268426666406,Coffee Shop
1081,"Garden District, Ryerson",43.6571618,-79.37893709999999,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
1082,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Carbon Bar,43.65336708689279,-79.37496515174824,Restaurant
1083,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bulk Barn,43.661339682592825,-79.38268765156145,Grocery Store
1084,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kawa Sushi,43.66389438938988,-79.38021009464505,Japanese Restaurant
1085,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1086,"Garden District, Ryerson",43.6571618,-79.37893709999999,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
1087,"Garden District, Ryerson",43.6571618,-79.37893709999999,T-Swirl Crepe,43.663452,-79.384125,Creperie
1088,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1089,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
1090,"Garden District, Ryerson",43.6571618,-79.37893709999999,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
1091,"Garden District, Ryerson",43.6571618,-79.37893709999999,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1092,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tsujiri,43.65537430780922,-79.38535434742991,Tea Room
1093,"Garden District, Ryerson",43.6571618,-79.37893709999999,KAKA,43.65745745164475,-79.38419169987876,Japanese Restaurant
1094,"Garden District, Ryerson",43.6571618,-79.37893709999999,Downtown Camera,43.653107,-79.37512,Camera Store
1095,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
1096,"Garden District, Ryerson",43.6571618,-79.37893709999999,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1097,"Garden District, Ryerson",43.6571618,-79.37893709999999,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1098,St. James Town,43.6514939,-79.3754179,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
1099,St. James Town,43.6514939,-79.3754179,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
1100,St. James Town,43.6514939,-79.3754179,Terroni,43.650927,-79.375602,Italian Restaurant
1101,St. James Town,43.6514939,-79.3754179,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1102,St. James Town,43.6514939,-79.3754179,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
1103,St. James Town,43.6514939,-79.3754179,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
